[ 0.24567479  0.43985974] 0
[ 0.27273303  0.45245786] 0
[ 0.27295579  0.43723423] 0
[ 0.26344154  0.45811225] 0
[ 0.2664445   0.46565919] 0
[ 0.28187985  0.48207681] 0
[ 0.22860047  0.43369688] 0
[ 0.22580478  0.41756994] 0
[ 0.27734195  0.45856678] 0
[ 0.22243873  0.40519698] 0
[ 0.25173531  0.45339045] 0
[ 0.29492543  0.44973838] 0
[ 0.28872519  0.46793209] 0
[ 0.26533838  0.46592739] 0
[ 0.21268721  0.44580512] 0
[ 0.21753409  0.45707272] 0
[ 0.24835452  0.45444675] 0
[ 0.29160579  0.46477505] 0
[ 0.22330423  0.41163347] 0
[ 0.25193764  0.45741984] 0
[ 0.28907927  0.45961554] 0
[ 0.24777326  0.47127191] 0
[ 0.29271464  0.49909071] 0
[ 0.29552756  0.49015161] 0
[ 0.28716101  0.48502641] 0
[ 0.27832784  0.44624843] 0
[ 0.25084811  0.45406432] 0
[ 0.25733206  0.44846474] 0
[ 0.21823582  0.42130177] 0
[ 0.28606031  0.46164189] 0
[ 0.21233468  0.4176649 ] 0
[ 0.20598216  0.44124829] 0
[ 0.27541585  0.44855433] 0
[ 0.22203754  0.43857062] 0
[ 0.24274463  0.48110809] 0
[ 0.24603306  0.42555456] 0
[ 0.21301847  0.41260182] 0
[ 0.25612313  0.44757742] 0
[ 0.26162587  0.41870879] 0
[ 0.21271143  0.43926075] 0
[ 0.25133913  0.42997859] 0
[ 0.27085019  0.46804365] 0
[ 0.29788414  0.44461891] 0
[ 0.20403187  0.40260644] 0
[ 0.2768198   0.47413578] 0
[ 0.28589524  0.44778647] 0
[ 0.23286046  0.46920357] 0
[ 0.20128637  0.4296918 ] 0
[ 0.21487745  0.44403382] 0
[ 0.2375    0.407565] 0
[ 0.20092483  0.41371961] 0
[ 0.28885393  0.45735803] 0
[ 0.20513133  0.43486391] 0
[ 0.20769286  0.43188574] 0
[ 0.28979991  0.47178025] 0
[ 0.25235195  0.44465234] 0
[ 0.29942264  0.48793626] 0
[ 0.25338509  0.442661  ] 0
[ 0.27848897  0.47563026] 0
[ 0.22306339  0.41705312] 0
[ 0.28789417  0.45751187] 0
[ 0.22628791  0.44884407] 0
[ 0.23246596  0.42339988] 0
[ 0.27069749  0.46335159] 0
[ 0.24957627  0.42349579] 0
[ 0.25892428  0.45436816] 0
[ 0.27476745  0.47271189] 0
[ 0.23829538  0.46857502] 0
[ 0.22244155  0.42399767] 0
[ 0.24337641  0.45455061] 0
[ 0.27548146  0.47209008] 0
[ 0.22736565  0.43352921] 0
[ 0.28242136  0.47988338] 0
[ 0.27560778  0.46558172] 0
[ 0.2891835   0.45739015] 0
[ 0.20814892  0.40758943] 0
