[ 0.90571866  0.87607269] 0
[ 0.9266921   0.89859092] 0
[ 0.91355728  0.89806465] 0
[ 0.91009902  0.89760581] 0
[ 0.90449798  0.8978067 ] 0
[ 0.90278552  0.8715882 ] 0
[ 0.91813716  0.88271182] 0
[ 0.93501255  0.88022926] 0
[ 0.92877797  0.87454876] 0
[ 0.9190106   0.84335796] 0
[ 0.9158947   0.88108376] 0
[ 0.94376987  0.88427859] 0
[ 0.92419143  0.89405937] 0
[ 0.92838756  0.88448949] 0
[ 0.90552774  0.86311205] 0
[ 0.94374038  0.89270795] 0
[ 0.95337168  0.89602242] 0
[ 0.95568476  0.89927373] 0
[ 0.93219742  0.89399545] 0
[ 0.90348145  0.89329399] 0
[ 0.92731791  0.8842634 ] 0
[ 0.9072178   0.89638748] 0
[ 0.9315293   0.89605873] 0
[ 0.94360984  0.89201679] 0
[ 0.91915322  0.87064959] 0
[ 0.9269099   0.88432692] 0
[ 0.90444049  0.88692719] 0
[ 0.91315616  0.89410124] 0
[ 0.92756737  0.89496977] 0
[ 0.92413425  0.87311102] 0
[ 0.97446946  0.89805898] 0
[ 0.92430815  0.89227674] 0
[ 0.96253642  0.89427805] 0
[ 0.92410798  0.89412315] 0
[ 0.90292105  0.88804068] 0
[ 0.92476296  0.88698914] 0
[ 0.93547026  0.8994328 ] 0
[ 0.90287245  0.89493896] 0
[ 0.90201964  0.88726447] 0
[ 0.92189491  0.85523838] 0
[ 0.91193243  0.88920749] 0
[ 0.9087387   0.87000777] 0
[ 0.93479723  0.89769055] 0
[ 0.9073218   0.89961226] 0
[ 0.90695876  0.87002605] 0
[ 0.92268262  0.89463333] 0
[ 0.93177026  0.87323472] 0
[ 0.92548338  0.87837001] 0
[ 0.90420594  0.87102501] 0
[ 0.90079588  0.86165852] 0
[ 0.91998994  0.87036347] 0
[ 0.91268881  0.89730085] 0
[ 0.93049461  0.87848906] 0
[ 0.97597627  0.89851129] 0
[ 0.90431888  0.89480294] 0
[ 0.92935788  0.89254307] 0
[ 0.93333889  0.88943271] 0
[ 0.91530194  0.87000878] 0
[ 0.93004886  0.89748379] 0
[ 0.90122724  0.8967845 ] 0
[ 0.96736443  0.89912845] 0
[ 0.9604567   0.87137299] 0
[ 0.92264653  0.87185579] 0
[ 0.91729186  0.88317123] 0
[ 0.93543872  0.87455799] 0
[ 0.92375493  0.89525802] 0
[ 0.91067295  0.88540224] 0
[ 0.90678822  0.88597058] 0
[ 0.90381174  0.8746582 ] 0
[ 0.94400892  0.89742985] 0
[ 0.94433405  0.88813452] 0
[ 0.93876929  0.89777487] 0
[ 0.9148518   0.88194469] 0
[ 0.93256117  0.89808598] 0
[ 0.90772276  0.88793403] 0
[ 0.94109543  0.88705497] 0
[ 0.92043558  0.87615341] 0
[ 0.90870981  0.85907264] 0
[ 0.90466235  0.88372136] 0
[ 0.90730717  0.88544962] 0
[ 0.95340346  0.89795945] 0
[ 0.91550581  0.89287208] 0
[ 0.93295409  0.88436887] 0
[ 0.92482236  0.89357652] 0
[ 0.90945624  0.88954099] 0
[ 0.92654006  0.88477288] 0
[ 0.91994774  0.89225741] 0
[ 0.90906621  0.86094734] 0
[ 0.92426794  0.8811655 ] 0
[ 0.92901914  0.89254181] 0
[ 0.90235257  0.89119378] 0
[ 0.94184122  0.8968894 ] 0
[ 0.90778298  0.88906596] 0
[ 0.94415051  0.87773978] 0
[ 0.92287136  0.88348085] 0
[ 0.9179764   0.88419101] 0
[ 0.9210013   0.89679718] 0
[ 0.91924113  0.87408413] 0
[ 0.9630522   0.89915393] 0
[ 0.93981507  0.89714261] 0
[ 0.92565758  0.89424142] 0
[ 0.9062952   0.89270695] 0
[ 0.90870575  0.87855223] 0
[ 0.92769542  0.8953047 ] 0
[ 0.96184652  0.89482285] 0
[ 0.95717101  0.89065974] 0
[ 0.90538931  0.88399872] 0
[ 0.93000121  0.86833324] 0
[ 0.92492022  0.88071656] 0
[ 0.90478495  0.87894788] 0
[ 0.91164184  0.89006097] 0
[ 0.90639435  0.86521731] 0
[ 0.91483823  0.87922968] 0
[ 0.90351987  0.84023191] 0
[ 0.91536187  0.89845787] 0
[ 0.91738832  0.88293774] 0
[ 0.92329092  0.88321588] 0
[ 0.90902457  0.89249108] 0
[ 0.94236816  0.88086311] 0
[ 0.94630275  0.89098821] 0
[ 0.90253912  0.8949082 ] 0
[ 0.92082229  0.88670735] 0
[ 0.93975329  0.89696038] 0
[ 0.90440763  0.89636621] 0
[ 0.94202546  0.88481579] 0
[ 0.9481006   0.89564725] 0
[ 0.94679473  0.88524245] 0
[ 0.92569184  0.88277696] 0
[ 0.90515993  0.89052723] 0
[ 0.92248994  0.89568746] 0
[ 0.92192536  0.86504421] 0
[ 0.90070801  0.8662177 ] 0
[ 0.92479328  0.89479123] 0
[ 0.91489475  0.89989561] 0
[ 0.91234791  0.87641591] 0
[ 0.90130413  0.87224316] 0
[ 0.94737658  0.896771  ] 0
[ 0.90092773  0.89628367] 0
[ 0.90670428  0.87826256] 0
[ 0.90164842  0.89140602] 0
[ 0.962285    0.87990589] 0
[ 0.90625912  0.89703709] 0
[ 0.97012766  0.89578305] 0
[ 0.92253255  0.88593973] 0
[ 0.91539152  0.89909611] 0
[ 0.91636329  0.86828925] 0
[ 0.90134207  0.87366882] 0
[ 0.92545353  0.87582021] 0
[ 0.90043891  0.86877634] 0
[ 0.913603   0.8757277] 0
[ 0.93298658  0.89934876] 0
[ 0.95089956  0.89554948] 0
[ 0.93853717  0.89682492] 0
[ 0.91326043  0.88362016] 0
[ 0.92272287  0.85497076] 0
[ 0.92963167  0.8767717 ] 0
[ 0.91585033  0.89538796] 0
[ 0.91869903  0.86854853] 0
[ 0.91088265  0.87669901] 0
[ 0.90516105  0.89451285] 0
[ 0.90861746  0.88404545] 0
[ 0.91873533  0.88509238] 0
[ 0.91964652  0.8904102 ] 0
[ 0.90935153  0.87875485] 0
[ 0.91704901  0.88094352] 0
[ 0.95595217  0.88414434] 0
[ 0.90890384  0.89395365] 0
[ 0.9043053   0.87824238] 0
[ 0.93488614  0.86343   ] 0
[ 0.90782887  0.87071769] 0
[ 0.91726084  0.87946873] 0
[ 0.9438231   0.89004542] 0
[ 0.90776515  0.87570357] 0
[ 0.92290767  0.87529656] 0
[ 0.9265343   0.89908726] 0
[ 0.9019408   0.88814441] 0
[ 0.90387933  0.88395641] 0
[ 0.9113058   0.87873736] 0
[ 0.92506718  0.87334261] 0
[ 0.95098486  0.89732556] 0
[ 0.94036801  0.89393326] 0
[ 0.90162576  0.85847543] 0
[ 0.91713161  0.88120001] 0
[ 0.92655393  0.89573239] 0
[ 0.92065482  0.87047797] 0
[ 0.92606814  0.89753903] 0
[ 0.92367903  0.87557859] 0
[ 0.90934206  0.89172769] 0
[ 0.91094712  0.85296243] 0
[ 0.90748161  0.89994525] 0
[ 0.95118655  0.89430077] 0
[ 0.94130951  0.89392624] 0
[ 0.94557948  0.89470407] 0
[ 0.91228904  0.87936911] 0
[ 0.92392639  0.86400479] 0
[ 0.93437973  0.87154836] 0
[ 0.91134023  0.86474262] 0
[ 0.9122177   0.89554098] 0
[ 0.94755714  0.89285207] 0
[ 0.91404827  0.89917402] 0
[ 0.92312929  0.88325454] 0
[ 0.9498348  0.8764718] 0
[ 0.91796441  0.89840356] 0
[ 0.92909724  0.86267334] 0
[ 0.93451016  0.88202697] 0
[ 0.91445441  0.85494001] 0
[ 0.92050165  0.8813508 ] 0
[ 0.93543128  0.89911992] 0
[ 0.96083548  0.86195984] 0
[ 0.90487274  0.89089059] 0
[ 0.95115268  0.89360914] 0
[ 0.90235662  0.87172084] 0
[ 0.90447088  0.89532471] 0
[ 0.93020265  0.88735146] 0
[ 0.9349655  0.8962203] 0
[ 0.93689475  0.8837454 ] 0
[ 0.90783144  0.87241745] 0
[ 0.91885477  0.88151282] 0
[ 0.92120583  0.85953773] 0
[ 0.93860806  0.89385296] 0
[ 0.91957386  0.87111478] 0
[ 0.91159654  0.88224921] 0
[ 0.98039669  0.89811308] 0
[ 0.91271181  0.8835044 ] 0
[ 0.93140001  0.89820488] 0
[ 0.94993678  0.89993175] 0
[ 0.9239487   0.89974376] 0
[ 0.95126808  0.8967242 ] 0
[ 0.94372593  0.89888368] 0
[ 0.90805053  0.89270609] 0
[ 0.9869212   0.89507985] 0
[ 0.93889913  0.8978138 ] 0
[ 0.93892214  0.89610517] 0
[ 0.91754301  0.87936519] 0
[ 0.90147237  0.8695652 ] 0
[ 0.91231984  0.88932903] 0
[ 0.91012674  0.85322096] 0
[ 0.9177784   0.89604122] 0
[ 0.94577487  0.89023484] 0
[ 0.91392765  0.89527368] 0
[ 0.91466552  0.89442422] 0
[ 0.93015721  0.89052974] 0
[ 0.92026843  0.86633857] 0
[ 0.91942611  0.88263031] 0
[ 0.90985811  0.86700419] 0
[ 0.9415248   0.88287106] 0
[ 0.95099804  0.89617255] 0
[ 0.91744818  0.88412339] 0
[ 0.90336006  0.89070317] 0
[ 0.92586842  0.87603123] 0
[ 0.91051371  0.87908136] 0
[ 0.93749276  0.89862518] 0
[ 0.91513659  0.86856842] 0
[ 0.90347675  0.86469575] 0
[ 0.9118245  0.8690914] 0
[ 0.91029654  0.89416643] 0
[ 0.90120856  0.84997898] 0
[ 0.90854141  0.86392227] 0
[ 0.9441733   0.89908897] 0
[ 0.92679669  0.87174936] 0
[ 0.90431233  0.88096028] 0
[ 0.91738725  0.89362524] 0
[ 0.92795922  0.88890609] 0
[ 0.93039846  0.89543531] 0
[ 0.93015079  0.86459218] 0
[ 0.92073523  0.89731034] 0
[ 0.9359524   0.89555619] 0
[ 0.91564662  0.89998498] 0
[ 0.90982831  0.89404959] 0
[ 0.91714392  0.84758955] 0
[ 0.90916428  0.88554321] 0
[ 0.90461142  0.88266271] 0
[ 0.91528244  0.89765085] 0
[ 0.91064361  0.86395944] 0
[ 0.91735612  0.88005565] 0
[ 0.95711991  0.89779166] 0
[ 0.92818869  0.88436868] 0
[ 0.90245245  0.89013402] 0
[ 0.94863846  0.88756401] 0
[ 0.91955416  0.89389794] 0
[ 0.92873648  0.88972073] 0
[ 0.92389751  0.8906038 ] 0
[ 0.92102625  0.8885118 ] 0
[ 0.90886972  0.89713589] 0
[ 0.90988951  0.86877399] 0
[ 0.90270745  0.85817867] 0
[ 0.91863485  0.88374836] 0
[ 0.90309008  0.88289127] 0
[ 0.90354374  0.8848044 ] 0
[ 0.91947844  0.87398666] 0
[ 0.91730332  0.89907889] 0
[ 0.94165221  0.89350549] 0
[ 0.93145117  0.89288744] 0
[ 0.92521702  0.88842771] 0
[ 0.91360538  0.890236  ] 0
[ 0.9510857   0.89973799] 0
[ 0.92562829  0.89064554] 0
[ 0.92187477  0.87993761] 0
[ 0.92503184  0.87345887] 0
[ 0.92000658  0.87813741] 0
[ 0.90769396  0.87431796] 0
[ 0.95159324  0.89921344] 0
[ 0.92521996  0.88775805] 0
[ 0.95447761  0.89963271] 0
[ 0.93674693  0.89188901] 0
[ 0.92602456  0.89579757] 0
[ 0.92768597  0.88635971] 0
[ 0.90179323  0.86225616] 0
[ 0.91615085  0.85479254] 0
[ 0.90526384  0.88439382] 0
[ 0.90250433  0.8462203 ] 0
[ 0.97857888  0.8948532 ] 0
[ 0.90919998  0.89124149] 0
[ 0.9057594   0.86590544] 0
