[ 0.49890422  0.35899285] 0
[ 0.43812172  0.3822274 ] 0
[ 0.45377662  0.39474117] 0
[ 0.42966194  0.30361714] 0
[ 0.4705747  0.3119878] 0
[ 0.45446194  0.33259424] 0
[ 0.47566178  0.35517267] 0
[ 0.4558293   0.32277835] 0
[ 0.47875431  0.32719038] 0
[ 0.49241073  0.30792926] 0
[ 0.45020391  0.30074466] 0
[ 0.46226406  0.36167604] 0
[ 0.4091738   0.37342731] 0
[ 0.49824873  0.39597309] 0
[ 0.48147269  0.32453746] 0
[ 0.43556113  0.3188536 ] 0
[ 0.45462497  0.37614643] 0
[ 0.48215704  0.30957377] 0
[ 0.45044667  0.34061318] 0
[ 0.48646914  0.34737858] 0
[ 0.41483484  0.38187006] 0
[ 0.4510621   0.30172127] 0
[ 0.43830604  0.3226066 ] 0
[ 0.46333897  0.34599458] 0
[ 0.42984462  0.35246414] 0
[ 0.47426105  0.35788195] 0
[ 0.47092421  0.30910667] 0
[ 0.42872097  0.31111901] 0
[ 0.43185598  0.31677467] 0
[ 0.41126439  0.38926147] 0
[ 0.46135629  0.35413478] 0
[ 0.4891582   0.34504349] 0
[ 0.43687743  0.32802294] 0
[ 0.40502539  0.33542139] 0
[ 0.42480298  0.31417226] 0
[ 0.47381811  0.31348021] 0
[ 0.49663033  0.34541835] 0
[ 0.44707689  0.38227511] 0
[ 0.49781251  0.35832164] 0
[ 0.47285558  0.32076622] 0
[ 0.43269638  0.32012304] 0
[ 0.48924115  0.36344157] 0
[ 0.46499072  0.34217679] 0
[ 0.47603914  0.30125875] 0
[ 0.42452719  0.32667775] 0
[ 0.49226308  0.35664721] 0
[ 0.492842    0.34663294] 0
[ 0.47337237  0.34145887] 0
[ 0.43522071  0.31100603] 0
[ 0.45740365  0.38382824] 0
[ 0.44981366  0.34699508] 0
[ 0.42754614  0.38731452] 0
[ 0.4597561   0.33991938] 0
[ 0.40652753  0.30308816] 0
[ 0.49464669  0.36331747] 0
[ 0.43129477  0.34028748] 0
[ 0.45087327  0.30003263] 0
[ 0.4889114   0.39757886] 0
[ 0.46443671  0.35989626] 0
[ 0.42772845  0.35888125] 0
[ 0.48348552  0.39323682] 0
[ 0.48885671  0.35955087] 0
[ 0.47756287  0.38002339] 0
[ 0.49022681  0.34758577] 0
[ 0.47148994  0.30289047] 0
[ 0.45189134  0.3069509 ] 0
[ 0.43582428  0.33275672] 0
[ 0.43357201  0.39947553] 0
[ 0.43838153  0.37078072] 0
[ 0.45621212  0.36690736] 0
[ 0.48250509  0.34492821] 0
[ 0.42868394  0.30153653] 0
[ 0.49255298  0.39772431] 0
[ 0.44989903  0.30402444] 0
[ 0.47167341  0.36132613] 0
[ 0.47901674  0.34080164] 0
[ 0.48420565  0.33062938] 0
[ 0.4202938   0.33765593] 0
[ 0.48813878  0.33474474] 0
[ 0.41855742  0.37209533] 0
[ 0.48136765  0.3861406 ] 0
[ 0.4819052   0.34056457] 0
[ 0.44936418  0.37738975] 0
[ 0.40107597  0.30649136] 0
[ 0.46481567  0.33188235] 0
[ 0.47633754  0.37305682] 0
[ 0.48792884  0.31869593] 0
[ 0.45646701  0.35894407] 0
[ 0.45624587  0.38750063] 0
[ 0.44193936  0.34043665] 0
[ 0.49635821  0.34252187] 0
[ 0.42316085  0.33306664] 0
[ 0.45173074  0.3180867 ] 0
[ 0.49086163  0.39536383] 0
[ 0.44723196  0.32018242] 0
[ 0.47201875  0.33470213] 0
[ 0.48497757  0.33655253] 0
[ 0.48695756  0.30991646] 0
[ 0.40981265  0.32987972] 0
[ 0.43789157  0.38547689] 0
[ 0.45977238  0.33015955] 0
[ 0.43637372  0.37219457] 0
[ 0.41710485  0.32251345] 0
[ 0.41476552  0.30890316] 0
[ 0.4991969   0.35911019] 0
[ 0.41869712  0.37035083] 0
[ 0.48622125  0.33308663] 0
[ 0.46462319  0.37416431] 0
[ 0.46907273  0.38217815] 0
[ 0.48010835  0.30107703] 0
[ 0.41359066  0.36423074] 0
[ 0.46842789  0.363558  ] 0
[ 0.40166869  0.39545892] 0
[ 0.44949972  0.35796001] 0
[ 0.45509487  0.35660793] 0
[ 0.44684008  0.39272713] 0
[ 0.49939799  0.36767938] 0
[ 0.48565537  0.36108032] 0
[ 0.46486533  0.3412313 ] 0
[ 0.4958108   0.38579137] 0
[ 0.42660157  0.33541547] 0
[ 0.40565431  0.30342678] 0
[ 0.43458047  0.35828485] 0
[ 0.4198144   0.30477566] 0
[ 0.43358742  0.30678061] 0
[ 0.45646327  0.37970975] 0
[ 0.46321379  0.319283  ] 0
[ 0.41152795  0.38103595] 0
[ 0.45231424  0.3408035 ] 0
[ 0.42295627  0.37239807] 0
[ 0.45670569  0.3363687 ] 0
[ 0.42608185  0.35024663] 0
[ 0.42837572  0.3009615 ] 0
[ 0.48556641  0.30388383] 0
[ 0.41955368  0.33353713] 0
[ 0.48664707  0.35679616] 0
[ 0.47586612  0.30322008] 0
[ 0.48519959  0.34394556] 0
[ 0.43396087  0.36421093] 0
[ 0.42723973  0.36870432] 0
[ 0.42743508  0.33818072] 0
[ 0.4016764   0.36434113] 0
[ 0.45716491  0.36555451] 0
[ 0.4341832   0.39398661] 0
[ 0.46882004  0.31293861] 0
[ 0.45036849  0.35388139] 0
[ 0.4378371  0.3258455] 0
[ 0.47388793  0.38789181] 0
[ 0.41126445  0.3200179 ] 0
[ 0.46858552  0.31913298] 0
[ 0.46828709  0.31865387] 0
[ 0.4778622   0.31123634] 0
[ 0.44085395  0.30950237] 0
[ 0.48048197  0.38455992] 0
[ 0.46348223  0.34322179] 0
[ 0.40363115  0.317167  ] 0
[ 0.48077348  0.35565639] 0
[ 0.49667162  0.31687429] 0
[ 0.4990031   0.34818458] 0
[ 0.45208898  0.3098632 ] 0
[ 0.48765785  0.30752831] 0
[ 0.46052827  0.32186193] 0
[ 0.40844096  0.35137736] 0
[ 0.47023834  0.32652366] 0
[ 0.43863439  0.39364016] 0
[ 0.44286921  0.30518175] 0
[ 0.44190027  0.32488228] 0
[ 0.42728625  0.31569635] 0
[ 0.4917878   0.34325906] 0
[ 0.49393357  0.37135718] 0
[ 0.47181528  0.3643328 ] 0
[ 0.4700194   0.39326774] 0
[ 0.49632576  0.39491938] 0
[ 0.4863489   0.32903947] 0
[ 0.40053342  0.3682968 ] 0
[ 0.45872943  0.33927278] 0
[ 0.46534224  0.3064561 ] 0
[ 0.4108279   0.34981077] 0
[ 0.43977642  0.36930863] 0
[ 0.49087048  0.3194764 ] 0
[ 0.45837523  0.35158127] 0
[ 0.4510295   0.37110457] 0
[ 0.40022006  0.35835532] 0
[ 0.43006364  0.30636284] 0
[ 0.47251446  0.34511082] 0
[ 0.4787964   0.30218286] 0
[ 0.40720242  0.33484123] 0
[ 0.49152503  0.32931702] 0
[ 0.44960887  0.36711275] 0
[ 0.46068157  0.32387947] 0
[ 0.46362635  0.33902049] 0
[ 0.43035547  0.34330798] 0
[ 0.48165262  0.3049154 ] 0
[ 0.43559262  0.36417936] 0
[ 0.47298312  0.34931186] 0
[ 0.40132268  0.36848871] 0
[ 0.42747275  0.31910639] 0
[ 0.49936969  0.38518396] 0
[ 0.40867723  0.35352067] 0
[ 0.4760345   0.33112863] 0
[ 0.42184949  0.30443298] 0
[ 0.41968592  0.31528219] 0
[ 0.42249822  0.31564742] 0
[ 0.43915262  0.38171315] 0
[ 0.42670822  0.33896861] 0
[ 0.44458484  0.36574285] 0
[ 0.47675337  0.30713685] 0
[ 0.49592434  0.31194055] 0
[ 0.40670155  0.33716556] 0
[ 0.44603295  0.34763327] 0
[ 0.47618106  0.32198846] 0
[ 0.49434263  0.33720393] 0
[ 0.46446679  0.34653987] 0
[ 0.48196281  0.30410267] 0
[ 0.47300559  0.34247669] 0
[ 0.47392529  0.3061777 ] 0
[ 0.42352233  0.3686107 ] 0
[ 0.41639115  0.33622457] 0
[ 0.45810826  0.30933489] 0
[ 0.46611571  0.37137344] 0
[ 0.49324059  0.355787  ] 0
[ 0.43271365  0.35057901] 0
[ 0.44249826  0.33054362] 0
[ 0.41767061  0.34085655] 0
[ 0.49390865  0.30444097] 0
[ 0.41592059  0.38004445] 0
[ 0.42265208  0.36640767] 0
[ 0.4221394  0.3128532] 0
[ 0.40232411  0.32839222] 0
[ 0.41785187  0.34475547] 0
[ 0.47904076  0.39668674] 0
[ 0.42483966  0.33437265] 0
[ 0.40431292  0.32938981] 0
[ 0.43432715  0.3666137 ] 0
[ 0.47635171  0.34482235] 0
[ 0.42717457  0.34968152] 0
[ 0.4995252  0.3013923] 0
[ 0.44737555  0.33569983] 0
[ 0.46167568  0.37678261] 0
[ 0.4610988   0.32536855] 0
[ 0.46110536  0.32595514] 0
[ 0.45911754  0.34748876] 0
[ 0.45853229  0.33265225] 0
[ 0.45220359  0.32347648] 0
[ 0.47834729  0.32243468] 0
[ 0.49746974  0.34435814] 0
[ 0.42537423  0.3009167 ] 0
[ 0.4818735   0.35725026] 0
[ 0.44792672  0.30391218] 0
[ 0.47184123  0.31542791] 0
[ 0.41665173  0.30060698] 0
[ 0.48598117  0.30386543] 0
[ 0.48990786  0.35066038] 0
[ 0.41937776  0.31476881] 0
[ 0.40868316  0.31053346] 0
[ 0.47068677  0.32430859] 0
[ 0.46387542  0.38910183] 0
[ 0.41541648  0.38882895] 0
[ 0.48237327  0.32573996] 0
[ 0.42243024  0.38972987] 0
[ 0.41269121  0.33848799] 0
[ 0.43862812  0.30501409] 0
[ 0.46371764  0.34904494] 0
[ 0.49134044  0.32028523] 0
[ 0.4118143   0.39887631] 0
[ 0.48433878  0.37615124] 0
[ 0.44822108  0.34718557] 0
[ 0.46889883  0.39792499] 0
[ 0.47117935  0.36905761] 0
[ 0.44572808  0.39828676] 0
[ 0.45058669  0.33205237] 0
[ 0.4749233   0.31323498] 0
[ 0.40793915  0.37601861] 0
[ 0.42833827  0.37250222] 0
[ 0.47178448  0.32652894] 0
[ 0.48603919  0.35299519] 0
[ 0.48533637  0.32800801] 0
[ 0.49619886  0.37885269] 0
[ 0.47724682  0.33375368] 0
[ 0.45160152  0.35608045] 0
[ 0.42532729  0.30315288] 0
[ 0.49308688  0.31437507] 0
[ 0.48106276  0.32719247] 0
[ 0.49012721  0.35696491] 0
[ 0.42204125  0.32613441] 0
[ 0.47325814  0.32984296] 0
[ 0.4473424   0.37914145] 0
[ 0.43162625  0.32431583] 0
[ 0.49198746  0.3152961 ] 0
[ 0.49391086  0.35321637] 0
[ 0.46888113  0.32398658] 0
[ 0.49153495  0.34026296] 0
[ 0.45235506  0.38195401] 0
[ 0.42403594  0.38040342] 0
[ 0.44818571  0.39211534] 0
[ 0.47888489  0.3011931 ] 0
[ 0.49109959  0.36612247] 0
[ 0.49956405  0.3205871 ] 0
[ 0.46023757  0.31487182] 0
[ 0.43486132  0.3911873 ] 0
[ 0.42150148  0.3524358 ] 0
[ 0.48692139  0.36862566] 0
[ 0.43545527  0.34108913] 0
[ 0.45076107  0.33862229] 0
[ 0.44471704  0.31415556] 0
[ 0.44870903  0.35568427] 0
[ 0.49943938  0.34293214] 0
[ 0.46611012  0.39814213] 0
[ 0.49406138  0.33396272] 0
[ 0.46228825  0.32711368] 0
[ 0.4484311   0.34757365] 0
[ 0.45632554  0.31568555] 0
[ 0.47620801  0.32878971] 0
[ 0.48557181  0.35275314] 0
[ 0.44428459  0.3195039 ] 0
[ 0.41624025  0.3602689 ] 0
[ 0.40262579  0.36214748] 0
[ 0.47213664  0.35255268] 0
[ 0.4634607   0.36245169] 0
[ 0.48438749  0.36529954] 0
[ 0.48120992  0.31287544] 0
[ 0.49402156  0.37545988] 0
[ 0.41647902  0.31412947] 0
[ 0.43744253  0.32090156] 0
[ 0.40025283  0.34840117] 0
[ 0.47408052  0.38554628] 0
[ 0.45309766  0.35519167] 0
[ 0.43651065  0.37988875] 0
[ 0.40024414  0.36655679] 0
[ 0.46141427  0.32390063] 0
[ 0.43156532  0.37771432] 0
[ 0.48777537  0.30264057] 0
[ 0.46233452  0.3548732 ] 0
[ 0.4796072   0.31155586] 0
[ 0.43040028  0.37961247] 0
[ 0.47313433  0.39149905] 0
[ 0.49875935  0.3361631 ] 0
[ 0.4827154   0.37496866] 0
[ 0.48230415  0.3606335 ] 0
[ 0.44167339  0.30310597] 0
[ 0.47691101  0.31215977] 0
[ 0.4566221   0.32011444] 0
[ 0.47936553  0.38081911] 0
[ 0.48446122  0.39697382] 0
[ 0.44118543  0.32370709] 0
[ 0.49980928  0.30015341] 0
[ 0.48293005  0.34819555] 0
[ 0.44356982  0.3770915 ] 0
[ 0.45216833  0.30499686] 0
[ 0.47207807  0.39813732] 0
[ 0.47013371  0.30896633] 0
[ 0.45468901  0.32960348] 0
[ 0.49315301  0.38786158] 0
[ 0.41666402  0.32137856] 0
[ 0.40252472  0.37643901] 0
[ 0.48985676  0.38196884] 0
[ 0.48977152  0.32706504] 0
[ 0.44068292  0.3109948 ] 0
[ 0.47052915  0.34508962] 0
