[ 0.85209176  0.60634427] 0
[ 0.8694068   0.68251402] 0
[ 0.80437402  0.60041522] 0
[ 0.81536277  0.60715833] 0
[ 0.88785097  0.65838122] 0
[ 0.87825395  0.62809962] 0
[ 0.89284201  0.63564037] 0
[ 0.853423    0.68464759] 0
[ 0.80823199  0.63233721] 0
[ 0.84544712  0.60737943] 0
[ 0.86304005  0.61487834] 0
[ 0.89152032  0.6792044 ] 0
[ 0.83137852  0.69927484] 0
[ 0.84873627  0.61261167] 0
[ 0.81226107  0.64760181] 0
[ 0.86412025  0.61109837] 0
[ 0.83161297  0.60203958] 0
[ 0.86511251  0.62242926] 0
[ 0.86430363  0.62527339] 0
[ 0.81683156  0.62871607] 0
[ 0.88243285  0.6171938 ] 0
[ 0.82780048  0.6043327 ] 0
[ 0.83180886  0.62485519] 0
[ 0.89920019  0.60983878] 0
[ 0.89510166  0.66053832] 0
[ 0.85896353  0.60702588] 0
[ 0.85669084  0.61102026] 0
[ 0.84490478  0.60217835] 0
[ 0.84859084  0.63915083] 0
[ 0.82507588  0.63147034] 0
[ 0.84592298  0.61777954] 0
[ 0.85574738  0.60330058] 0
[ 0.87065585  0.64830394] 0
[ 0.83400918  0.6182929 ] 0
[ 0.80494519  0.6273256 ] 0
[ 0.80072265  0.60157381] 0
[ 0.88994393  0.62340676] 0
[ 0.88525362  0.68972338] 0
[ 0.86055361  0.60962147] 0
[ 0.88496323  0.60081821] 0
[ 0.85596947  0.62081596] 0
[ 0.82915332  0.62038015] 0
[ 0.87509831  0.6387771 ] 0
[ 0.88020459  0.65037226] 0
[ 0.85716661  0.65359517] 0
[ 0.88911696  0.62101292] 0
[ 0.89313423  0.62288381] 0
[ 0.86227579  0.62617728] 0
[ 0.85745868  0.60966787] 0
[ 0.87324998  0.62270655] 0
[ 0.88868932  0.68135812] 0
[ 0.8624807   0.61636171] 0
[ 0.85553933  0.62361477] 0
[ 0.85494388  0.62639042] 0
[ 0.84815348  0.62498493] 0
[ 0.84444313  0.63997896] 0
[ 0.89517458  0.6308998 ] 0
[ 0.81922794  0.64700183] 0
