[ 0.10823183  0.34097039] 0
[ 0.10768743  0.38413917] 0
[ 0.17210753  0.39170894] 0
[ 0.1121132   0.35033389] 0
[ 0.14010528  0.35916032] 0
[ 0.10852441  0.33456886] 0
[ 0.18031522  0.39605073] 0
[ 0.14165127  0.37807566] 0
[ 0.13161702  0.35843709] 0
[ 0.12031934  0.36595535] 0
[ 0.17250531  0.3812019 ] 0
[ 0.11959879  0.36747016] 0
[ 0.10962841  0.34538921] 0
[ 0.11695597  0.35840295] 0
[ 0.12670417  0.37065071] 0
[ 0.15142321  0.3619791 ] 0
[ 0.15780533  0.36722836] 0
[ 0.10653581  0.34662084] 0
[ 0.15387189  0.35770689] 0
[ 0.14020742  0.36879659] 0
[ 0.15476049  0.30163323] 0
[ 0.1581984   0.30265524] 0
[ 0.18305152  0.39856379] 0
[ 0.108009    0.35406164] 0
[ 0.17377042  0.38812213] 0
[ 0.13044345  0.35270679] 0
[ 0.13114213  0.3639296 ] 0
[ 0.10006176  0.35823618] 0
[ 0.13381202  0.36684479] 0
[ 0.11709761  0.36167954] 0
[ 0.10442641  0.33806311] 0
[ 0.11649411  0.34866133] 0
[ 0.13339036  0.37631044] 0
[ 0.13498534  0.35948167] 0
[ 0.12913411  0.34415596] 0
[ 0.12915907  0.38120086] 0
[ 0.10148304  0.360322  ] 0
[ 0.12003656  0.37727527] 0
[ 0.1073019   0.36328349] 0
[ 0.167785    0.38526066] 0
[ 0.16712908  0.37485115] 0
[ 0.18730231  0.30030734] 0
[ 0.18020169  0.30347781] 0
[ 0.12311544  0.35391614] 0
[ 0.13596442  0.368054  ] 0
[ 0.11351002  0.34062918] 0
[ 0.16813034  0.34665359] 0
[ 0.10344399  0.32937264] 0
[ 0.13477428  0.36199756] 0
[ 0.13432469  0.38536916] 0
[ 0.15194398  0.37850189] 0
[ 0.12868497  0.34717581] 0
[ 0.12492938  0.33942939] 0
[ 0.10898666  0.36442231] 0
[ 0.15482107  0.39064928] 0
[ 0.12233326  0.34632744] 0
[ 0.17748388  0.3963694 ] 0
[ 0.15238152  0.37950177] 0
[ 0.1109999   0.34799604] 0
[ 0.12143621  0.36067775] 0
[ 0.17594083  0.39778797] 0
[ 0.16109072  0.36771786] 0
[ 0.17638468  0.3354023 ] 0
[ 0.1811032   0.32778533] 0
[ 0.10328077  0.35976978] 0
[ 0.10691378  0.34919291] 0
[ 0.18492009  0.39619223] 0
[ 0.17844192  0.39157549] 0
[ 0.18881235  0.39949129] 0
[ 0.15438119  0.37694951] 0
[ 0.16856443  0.38684611] 0
[ 0.11230815  0.34433925] 0
[ 0.17116297  0.38270022] 0
[ 0.17900239  0.39564535] 0
[ 0.17339258  0.3782178 ] 0
[ 0.11444642  0.37661094] 0
[ 0.13937401  0.36201103] 0
[ 0.15785666  0.38572006] 0
[ 0.13927016  0.38217049] 0
[ 0.16225851  0.38229134] 0
[ 0.13928037  0.36721513] 0
[ 0.15916596  0.36714635] 0
[ 0.18679149  0.39783791] 0
[ 0.14449622  0.32523272] 0
[ 0.19108625  0.30519358] 0
[ 0.16649656  0.30666221] 0
