4.910387736255628077e-02 4.893996165821828948e-02
3.337721863400577860e-02 8.971474215897046189e-02
6.322758187099175586e-02 7.146962504333265187e-02
2.470048741106578571e-02 4.784277728401603591e-02
1.799774331739989464e-02 8.466564041084012615e-02
2.154804357594031217e-02 5.262399318712773777e-02
4.635714483561348409e-02 4.538525944952825908e-02
3.728144064939031832e-02 4.199454234354882409e-02
3.624204231908412233e-02 3.152263876038285950e-02
6.860972447827518028e-02 2.946737659649867336e-02
9.236323961639186786e-02 8.294841839191413602e-02
7.176343751656633074e-02 7.331634186136454234e-02
6.504425845607320067e-02 8.831663133336831173e-04
3.605029420422667386e-02 2.339992374237770401e-02
9.907530376150375240e-02 9.682023009529777680e-02
4.655515543584975990e-02 5.817918290765811129e-02
8.409023842894514100e-02 6.306547320797772915e-03
9.514591183807430408e-02 5.645035983682172853e-02
3.151667554712767050e-02 2.054403380026720294e-02
6.375346687510974331e-02 2.408484418036871411e-03
3.774774445609307971e-02 8.471801027692515973e-03
7.342559422351047083e-02 4.119892864166413426e-02
9.166419148472160217e-03 3.337046508886370999e-02
7.489801324276945671e-02 9.879811377081415547e-02
8.888512254290675818e-02 7.969903238405123824e-02
5.070017466094345338e-02 6.012273223895203689e-02
7.762479612510864158e-03 5.965272262714294005e-02
7.064321383205596216e-02 5.275535314357437944e-02
4.599907513001566528e-02 2.156663629792887615e-02
2.987639314298617954e-02 9.984021402839798887e-02
9.383951043819965809e-02 1.394524707204286562e-02
2.217249085853933988e-02 2.882185896485622845e-02
5.564945757253980663e-02 1.025125003085047837e-03
7.975640860888122408e-02 4.521283402659126427e-02
3.241235302800671292e-02 2.118022849149470144e-03
2.039151476342793146e-02 6.252710977311592977e-02
7.610819509851207698e-02 9.455882616365701709e-02
4.358645994703225224e-02 7.634158727278922418e-02
3.627033416995317783e-02 9.849850800824416774e-02
9.348831473365043498e-02 8.895209583362923000e-02
9.988634126192991181e-02 3.371391583429733663e-02
8.306066473865847399e-02 7.520154241787774252e-02
3.618054251081459505e-02 4.954290468242111833e-02
9.037952476978550198e-02 7.814335714988662751e-02
3.923302739069700618e-02 8.265606281514759068e-02
7.711558082781533319e-02 4.471889762679409630e-02
2.192179914825409526e-02 7.253713224903723944e-02
8.211101149882904515e-02 8.294346358068988012e-02
2.096571735998686847e-02 5.722731121009971833e-02
3.712506991009079105e-02 6.132403248245815730e-02
8.634888263880569070e-02 3.477480006862915252e-02
1.216038214905190706e-02 2.091452708954333328e-03
3.990861972105963495e-02 4.901404845839568702e-02
8.077778075949404446e-02 5.689602189931630694e-02
8.761658811972883321e-03 2.191594168148902622e-02
7.506966085206767669e-02 6.142069142569195339e-02
4.147881020156063414e-03 3.269869614097037358e-02
9.383690254317222923e-02 6.810458003849895192e-02
2.197223122263047834e-02 4.442749199238482660e-03
8.925547921265608586e-02 8.655037597718734377e-02
2.427254792748889667e-02 8.916627311416136514e-02
3.341276818579230756e-02 6.477704691771335455e-04
3.172816824924096224e-03 3.371494006889841355e-02
7.411350796220816939e-02 8.602500746436109180e-02
7.427264676986333747e-02 9.197344612200897274e-02
2.598879077208604560e-02 3.225620769491382989e-02
5.829479847871621434e-02 6.722301680930853340e-02
9.918239725326449818e-02 3.572900314349369832e-02
7.942985462664919893e-02 8.008811202978938226e-02
3.563037906764521257e-02 2.638965410173316206e-02
4.720048903650142513e-02 6.457195826601691557e-02
8.075525866738764158e-02 4.754307657938866560e-02
8.519432923770331456e-05 7.375850776211878568e-02
1.338272843005183788e-02 5.365833756027998946e-02
9.653085082150064666e-02 6.541974146094248210e-02
4.599839349105172559e-02 4.515695282947534972e-02
8.571927664287470883e-02 7.988412527727650758e-02
5.017698481552956835e-02 1.485217333621624558e-02
2.615081728430002084e-02 7.792698309054285621e-02
9.867804590675460785e-02 5.263814236238073541e-02
8.384656299994242001e-02 8.271570413201395633e-02
4.531593850031989668e-03 3.343165747830489920e-02
8.455547061264423458e-02 7.830316771097134421e-02
2.208888898186300853e-02 5.170127816708958157e-02
5.536153093109774659e-02 2.398544760412674171e-02
6.929908592412348245e-02 9.864959460496164345e-02
6.789879971667711622e-02 2.972030499293976114e-02
6.090105643243803879e-02 4.914999567163758076e-02
6.438339073257626222e-02 3.971074815712904993e-03
4.473795202259167603e-02 1.255638376432491876e-01
3.592802586360299699e-02 1.501235412211115450e-01
5.329804577795693721e-02 1.010469212862314392e-01
9.052205217902797862e-02 1.759528638900792197e-01
2.072584147219180828e-02 1.761975001691690190e-01
4.057184631977317490e-02 1.062225582667841728e-01
3.506106132548980625e-02 1.504455621200284920e-01
5.294259435359216504e-02 1.049248458085030866e-01
5.723798984533412515e-02 1.022773636233104133e-01
6.127233869323589488e-02 1.034787800783213974e-01
2.650772822829872144e-02 1.803299159244907413e-01
6.079249960853383428e-02 1.513496930786218386e-01
4.215755524579734015e-02 1.601357598420857231e-01
7.324172424990382790e-02 1.943343095939677745e-01
7.130636060927886266e-02 1.980264344677558075e-01
9.975553629292993607e-02 1.733123508015040337e-01
2.883800675649306200e-02 1.454435720813513078e-01
6.007890895788781105e-02 1.587827437259097807e-01
4.858661996789337412e-02 1.311367439932760726e-01
8.791043128978459631e-02 1.385661956219602364e-01
1.603873458709703659e-02 1.262484495769086446e-01
8.763189818738331693e-02 1.429921500470819062e-01
9.575235647345858858e-02 1.261160311771323539e-01
7.871340495949874505e-02 1.119718698434882254e-01
9.435991771301266429e-02 1.387132244259778324e-01
2.657726858376918688e-02 1.369203043565278277e-01
5.711410287406926134e-02 1.531316681265829927e-01
4.539758247972114358e-02 1.454745503546407692e-01
6.885790520458834330e-02 1.288663098628583525e-01
5.497632765497173502e-02 1.203279622151059713e-01
4.521597038721592021e-02 1.037690007954580329e-01
9.600803133234314668e-02 1.149971668236795530e-01
1.291788801848947621e-02 1.110580182614157307e-01
8.397924143711599232e-02 1.262119526322967034e-01
7.191895814572335510e-02 1.021551322464183675e-01
8.584023890741754315e-02 1.558545989047825930e-01
6.518346127308038973e-02 1.467403550791958056e-01
8.436455431365985635e-02 1.485927502858063187e-01
5.388238809515633054e-02 1.774402239524607572e-01
9.041511705594479364e-02 1.313097599951711936e-01
6.938767230009712517e-02 1.034280987071984348e-01
5.093932991104788144e-02 1.424825960501070465e-01
5.023990107277864769e-02 1.668442429889081535e-01
2.455041301931315534e-02 1.255095442398427019e-01
4.335492264327045486e-02 1.827788397826128897e-01
8.365545583339217828e-02 1.554089744387863459e-01
1.729399939698827993e-02 1.796264893785745886e-01
2.907104450894915093e-02 1.789837608246713507e-01
2.297654641973245759e-02 1.258386649693635506e-01
4.981709215929719381e-02 1.608228875752923948e-01
2.855660384797154006e-02 1.801111117486698388e-01
9.040909025983773217e-02 1.282364918291677980e-01
1.835905484088606876e-02 1.564332745214475628e-01
6.374668342647138441e-02 1.419526101898634929e-01
4.200512580351334346e-02 1.644430511820934027e-01
8.614248381335054550e-02 1.512153377639017526e-01
8.951152165612658029e-02 1.443601433218220376e-01
3.927548212023590501e-02 1.157183916851912409e-01
9.789263258787544997e-02 1.098198298491113722e-01
6.241360703797882437e-02 1.344380399697156503e-01
8.525635260241382074e-02 1.513177721202814130e-01
4.525046851656111535e-03 1.142325354712707408e-01
8.854192062978960553e-02 1.384624864249829057e-01
3.079453615810545664e-02 1.017186536712406109e-01
8.629283295237033524e-02 1.292590637577184787e-01
3.695651749186135149e-02 1.722595720264663011e-01
3.770617603112047522e-02 1.828558071784200656e-01
9.466228755224659341e-02 1.433556147992099683e-01
9.944333999487781073e-02 1.828026487817256962e-01
2.747228022385250767e-02 1.097726485741092328e-01
8.462386277553102243e-02 1.170196050759838569e-01
7.444331630296108226e-02 1.406698703707743581e-01
1.853906322925913397e-02 1.031584581906394571e-01
5.060788167768459633e-02 1.476988684078757441e-01
8.609298267946918770e-02 1.144223988529466107e-01
2.600784089132357479e-02 1.563793248306220018e-01
6.480353933634674934e-02 1.714131024785301716e-01
8.614571603837273273e-02 1.497375789310120553e-01
7.537732384145623410e-02 1.209641306105100067e-01
9.424201153896294425e-02 1.535748152875392736e-01
6.791989281660304467e-02 1.316019051190819578e-01
2.108672727666849323e-02 1.542719888083966262e-01
7.417488397383742438e-02 1.908157371081679876e-01
7.261879555330930103e-02 1.532338806031563749e-01
6.770508390991980541e-02 1.460975700387236453e-01
7.272075316657167221e-02 1.086355942902873239e-01
7.988314541872443275e-02 1.245304580848182741e-01
9.525038159479748412e-02 1.123221698503681643e-01
2.572585759789958182e-02 1.258559890643279333e-01
9.631266644593095005e-02 1.332816648645602786e-01
8.715822922307325804e-02 1.820840022835660266e-01
1.319731990866057636e-02 1.309465130440165548e-01
2.398493600741991028e-02 1.422987188036561879e-01
7.826055620485383724e-02 1.078811028480287648e-01
7.311801923038907525e-02 1.272310222556229387e-01
3.154761777302883541e-02 1.797358354901544553e-01
9.872465198091517902e-02 1.938741709820167303e-01
7.645973844191966684e-02 1.881457464555318371e-01
7.877000870735373361e-02 1.170312415985863552e-01
9.055708224689040797e-03 1.646535212992258912e-01
5.308259759427413904e-02 1.446744916865551345e-01
1.355632804229034427e-02 1.946161634502143190e-01
1.654619318810957029e-02 2.976338636606493671e-01
2.467940956244352169e-02 2.892039042615058841e-01
4.639428909427090186e-02 2.640769728585361520e-01
5.799942110135281048e-02 2.847605088913321980e-01
5.954600541558729976e-02 2.794587604890373944e-01
5.428983747203608434e-02 2.961830551994086846e-01
6.148192822137188429e-02 2.917832146221387424e-01
4.178787103876424602e-03 2.566686533182889196e-01
4.243931542543533109e-02 2.997008229088616860e-01
2.544918974393228783e-02 2.747778043663527958e-01
1.309953162774535329e-02 2.685452115310172916e-01
3.245169973660799734e-02 2.977833914565162221e-01
1.324867140351526640e-02 2.795519800710889458e-01
1.669923832824782295e-02 2.965210424267932243e-01
1.736405420794473464e-02 2.722131603538651134e-01
3.406778955323042091e-03 2.587157840595508684e-01
8.396186508599257081e-02 2.009407326015436868e-01
6.906578325829371146e-02 2.005807573305075919e-01
9.909656737507688273e-02 2.094656482301074651e-01
4.469503076033087829e-02 2.258338875463653528e-01
8.098638111551037522e-02 2.313285089613732748e-01
9.886170932925530952e-02 2.233224628325441719e-01
5.507562873020577232e-02 2.515712804742430975e-01
8.777777808769243739e-02 2.549643426018757264e-01
4.915610729896269238e-02 2.004877512473783041e-01
1.967439961557382322e-02 2.047814648676526128e-01
8.586413309039930830e-02 2.628135714107227572e-01
9.965564527676235018e-02 2.268355783381927615e-01
4.356259179295818296e-02 2.109303957818266795e-01
6.807591593186557155e-02 2.111466191889525001e-01
6.173736759085957093e-02 2.284861956755951384e-01
8.417512815943806181e-02 2.089371953452795749e-01
9.194201013012442969e-02 2.704934372627857964e-01
8.568690133681489129e-02 2.354184138023605599e-01
9.949901067003130706e-02 2.316414516202997542e-01
9.203495176015713541e-02 2.230049124031551200e-01
8.545393682613089403e-02 2.415689805812483437e-01
8.005816903752849267e-02 2.165452262371177494e-01
5.303919493281517017e-02 2.012729054133182427e-01
7.036524877070771122e-02 2.259390513935960465e-01
7.193263852515818790e-02 2.762764788068046151e-01
2.525880408789282772e-02 2.321994083748987747e-01
7.547882225622393193e-02 2.113764905881470868e-01
1.997925069264905318e-02 2.069814245369855643e-01
5.024156423940062677e-02 2.225586712601899109e-01
8.645909893352821118e-02 2.955370154655899695e-01
6.670505124763692617e-02 3.364192170747446475e-01
7.927391511027559456e-02 3.444953049975577608e-01
8.854013752065359455e-02 3.175340041714646011e-01
3.800202005078012757e-02 3.009856678040282452e-01
6.968938024589199642e-02 3.155618863642416505e-01
4.574856112171221678e-02 3.174963195428814888e-01
8.093363451165069833e-02 3.172775038252516611e-01
8.230410845330815572e-02 3.242839963461999764e-01
8.171430329638618151e-02 3.365710042048335460e-01
3.977999935450948765e-02 3.095069851540767081e-01
2.594385377983432495e-02 3.134226312461552144e-01
3.811434871862551255e-02 3.270633926430469574e-01
8.370542317557749801e-02 3.346601291063356909e-01
3.678027397667116283e-02 3.344763259697549618e-01
4.686425714720054980e-02 3.260569780256847849e-01
6.567531770077983388e-02 3.456578381849338966e-01
8.689057717650028323e-02 3.326205292219436283e-01
7.233566775037891805e-02 3.289718371588877810e-01
3.170110897126843241e-02 3.150447998744123623e-01
8.672343024862227967e-02 3.462435247911258562e-01
7.566703001563557240e-02 3.395471043057913807e-01
1.305818336850661510e-02 3.081259193590176748e-01
7.291211945196163224e-02 3.198065368310704093e-01
7.799176352688941272e-02 3.720680621271713062e-01
8.227847253287601248e-02 3.412315767433105052e-01
7.114769849302005067e-02 3.221470701371440537e-01
6.883268075700799127e-02 3.309298288649508146e-01
9.504040998178309163e-02 3.363222255186860687e-01
4.815239045327002199e-02 3.235662155684455588e-01
8.252647572775650975e-02 3.074059177760309902e-01
5.781953614557189258e-02 3.488668646931085138e-01
8.837955770736356798e-02 4.731816704320023215e-01
8.837955770736356798e-02 5.731816704320022993e-01
8.837955770736356798e-02 6.731816704320022771e-01
8.837955770736356798e-02 7.731816704320023659e-01
8.837955770736356798e-02 8.731816704320023437e-01
8.837955770736356798e-02 9.731816704320023215e-01
1.802710851735658260e-01 1.319682922786569179e-02
1.106435335045307111e-01 8.977339251794008712e-02
1.493045765691772275e-01 9.621781997516992702e-02
1.928766116647079309e-01 7.464673119269477075e-02
1.191627486721960616e-01 9.202378964927310223e-02
1.070028562296385100e-01 1.804046996310776363e-02
1.708222671046557006e-01 3.504097133397865438e-02
1.986769367735479186e-01 8.025218419842239381e-02
1.085946335873549384e-01 5.156605882619430536e-02
1.803610024305346560e-01 9.367443792663615598e-02
1.669451962095144237e-01 6.684595955141670043e-02
1.167316891362117359e-01 8.649430373157629415e-02
1.000551824230627163e-01 5.089102077774043664e-02
1.325699983135578686e-01 7.866043051346488513e-02
1.466977504486598471e-01 9.651375036554243891e-02
1.143149996991846828e-01 7.618107773805232741e-02
1.055024096553588420e-01 6.576977116096988096e-02
1.633673273345979671e-01 6.817336498826037650e-02
1.784863313910488580e-01 4.403275523514982304e-02
1.643767322791862551e-01 3.921770552443032409e-02
1.155718693504793615e-01 7.029664789586387297e-02
1.536523769767808578e-01 7.092173082297659192e-02
1.165030765871407636e-01 7.208920850249483925e-02
1.526951767886853273e-01 8.936181422747402348e-02
1.204748327559008736e-01 9.766325753422155920e-02
1.862092277845452393e-01 9.919877669560056566e-02
1.647597090595531721e-01 8.269194361818393846e-02
1.318796013768568920e-01 8.805373734998156454e-02
1.463030514056827824e-01 9.556184300240322393e-02
1.835792161407938661e-01 8.161877678604317898e-02
1.622887358481808207e-01 6.165891752949476112e-02
1.301487899239211488e-01 6.889765530494468271e-02
1.540548008360652088e-01 5.153774700868973824e-04
1.123149642566426132e-01 2.949486252388855423e-02
1.731684289476628225e-01 7.152283764925332354e-02
1.170697654747572813e-01 4.473277049914520243e-02
1.553490448291001136e-01 9.806544577278564212e-02
1.309299565343369220e-01 9.929047432760679248e-02
1.156289920186533982e-01 3.124994438525247054e-02
1.134700227884721802e-01 6.466744961135506564e-02
1.652795234003262559e-01 7.170035164761651147e-02
1.557884251071515735e-01 3.649392970647769019e-02
1.635978185121508277e-01 4.588512636678065970e-02
1.763308259127880917e-01 5.675097114745175642e-02
1.396691957275307816e-01 6.566416785202072726e-02
1.395234927832353367e-01 6.836325745316707003e-02
1.574630770292902437e-01 5.172610683500866724e-02
1.562563363657818449e-01 8.731537099282588033e-02
1.826276805369799749e-01 9.880077749315430147e-02
1.248538330035726673e-01 9.129628358208646821e-02
