[ 0.88230991  0.50718458] 0
[ 0.84305101  0.51312854] 0
[ 0.89195471  0.52409674] 0
[ 0.81417712  0.52270657] 0
[ 0.83785028  0.51889978] 0
[ 0.86794398  0.5233058 ] 0
[ 0.8307505   0.51726483] 0
[ 0.83608572  0.5910614 ] 0
[ 0.80691202  0.54915972] 0
[ 0.85633145  0.57216797] 0
[ 0.87038456  0.56135645] 0
[ 0.86186163  0.52548596] 0
[ 0.84353168  0.51685062] 0
[ 0.83495673  0.57347601] 0
[ 0.81519772  0.52585872] 0
[ 0.8227909   0.52253899] 0
[ 0.88314451  0.57941115] 0
[ 0.80276731  0.51659737] 0
[ 0.85061649  0.51558866] 0
[ 0.80316487  0.56423403] 0
[ 0.82470577  0.50198201] 0
[ 0.8702931   0.52685818] 0
[ 0.82085172  0.59080341] 0
[ 0.88609819  0.5222956 ] 0
[ 0.80244791  0.50128055] 0
[ 0.89875349  0.53990009] 0
[ 0.85410325  0.52111442] 0
[ 0.87794504  0.54637306] 0
[ 0.87662961  0.58335528] 0
[ 0.84418237  0.55600352] 0
[ 0.85284798  0.57199536] 0
[ 0.88600339  0.55488181] 0
[ 0.81133391  0.50089086] 0
[ 0.85428336  0.58929238] 0
[ 0.88681562  0.50503436] 0
[ 0.82230923  0.50018766] 0
[ 0.8872514   0.55231493] 0
[ 0.85143004  0.57046945] 0
[ 0.81394476  0.58109074] 0
[ 0.8084364   0.51410329] 0
[ 0.86934796  0.51434205] 0
[ 0.83446528  0.57406426] 0
[ 0.87549679  0.50972504] 0
[ 0.85597328  0.59057787] 0
[ 0.86690632  0.54075358] 0
[ 0.88554867  0.58261251] 0
[ 0.85440188  0.52316689] 0
[ 0.80593921  0.53548615] 0
[ 0.88305245  0.56089353] 0
[ 0.83054815  0.57792452] 0
[ 0.8423004   0.59413499] 0
[ 0.80696176  0.51671721] 0
[ 0.81480058  0.55508357] 0
[ 0.80128359  0.53784716] 0
[ 0.81516665  0.50171189] 0
[ 0.84821027  0.57009053] 0
[ 0.87613358  0.55413881] 0
[ 0.81931653  0.53079758] 0
[ 0.87398621  0.58579725] 0
[ 0.82584656  0.53788587] 0
[ 0.82563881  0.51490625] 0
[ 0.83191599  0.50380758] 0
[ 0.827119    0.54880727] 0
[ 0.89130165  0.57471806] 0
[ 0.86236628  0.50769411] 0
[ 0.86952844  0.56536154] 0
[ 0.87113897  0.56636016] 0
[ 0.86899962  0.57792817] 0
[ 0.84133025  0.59731835] 0
[ 0.85725316  0.52010039] 0
[ 0.82020146  0.55560371] 0
[ 0.8042032   0.56911953] 0
[ 0.80657242  0.57127513] 0
[ 0.80343259  0.5379692 ] 0
[ 0.81773466  0.57875754] 0
[ 0.83429959  0.52155611] 0
[ 0.8956909   0.55713516] 0
[ 0.82956421  0.51462012] 0
[ 0.84322162  0.5654683 ] 0
[ 0.86281251  0.58885086] 0
[ 0.88891309  0.52212566] 0
[ 0.86314021  0.56329944] 0
[ 0.85254493  0.52385293] 0
[ 0.88290934  0.52796978] 0
[ 0.87371096  0.52136868] 0
[ 0.81700511  0.5013649 ] 0
[ 0.87571965  0.50251934] 0
[ 0.884654    0.52942385] 0
[ 0.82798881  0.56659349] 0
[ 0.89461285  0.50049973] 0
[ 0.81052244  0.50227427] 0
[ 0.84886649  0.55656927] 0
[ 0.83413803  0.51273726] 0
[ 0.8733876   0.52786171] 0
[ 0.88267252  0.5527242 ] 0
[ 0.80231037  0.50638796] 0
[ 0.81645519  0.52562922] 0
[ 0.84507075  0.55551879] 0
[ 0.85316476  0.51313295] 0
[ 0.87741236  0.55011195] 0
[ 0.86978257  0.51164135] 0
[ 0.85666084  0.58210363] 0
[ 0.87328798  0.5491793 ] 0
[ 0.82771527  0.53167476] 0
[ 0.89910222  0.55036165] 0
[ 0.81221057  0.54550817] 0
[ 0.84129792  0.58254801] 0
[ 0.80242863  0.55042687] 0
[ 0.84345264  0.55968259] 0
[ 0.84843964  0.5189134 ] 0
[ 0.82062692  0.50544557] 0
[ 0.8391813   0.53414691] 0
[ 0.82147402  0.52692796] 0
