[ 0.35913893  0.29117278] 0
[ 0.36662759  0.27717421] 0
[ 0.39702758  0.24200775] 0
[ 0.39858352  0.24240756] 0
[ 0.32605117  0.21734601] 0
[ 0.34448416  0.20117314] 0
[ 0.33708576  0.23165972] 0
[ 0.38590928  0.23158788] 0
[ 0.34652745  0.21363041] 0
[ 0.35766258  0.22994437] 0
[ 0.31867601  0.20342433] 0
[ 0.37981179  0.29595398] 0
[ 0.38509339  0.29192623] 0
[ 0.39976767  0.2816717 ] 0
[ 0.32160154  0.26034469] 0
[ 0.31801987  0.22571879] 0
[ 0.34589847  0.25200195] 0
[ 0.32963975  0.23669577] 0
[ 0.37187129  0.2521828 ] 0
[ 0.37471602  0.21553773] 0
[ 0.37939863  0.21910063] 0
[ 0.38579806  0.29417173] 0
[ 0.34144849  0.29326814] 0
[ 0.37061167  0.21118801] 0
[ 0.326736    0.20791848] 0
[ 0.3291425  0.2985666] 0
[ 0.34077543  0.20633613] 0
[ 0.37152     0.20209916] 0
[ 0.33708026  0.21060524] 0
[ 0.38503675  0.28297115] 0
[ 0.38019406  0.22874021] 0
[ 0.35220489  0.27729876] 0
[ 0.31276983  0.26503254] 0
[ 0.3154935   0.22667427] 0
[ 0.32022579  0.25340618] 0
[ 0.39368571  0.29275946] 0
[ 0.34507869  0.22606417] 0
[ 0.35896774  0.24261703] 0
[ 0.33584263  0.25872683] 0
[ 0.3023457   0.22107488] 0
[ 0.39100278  0.2689131 ] 0
[ 0.38367886  0.25009399] 0
[ 0.34005549  0.26960075] 0
[ 0.34748035  0.24601502] 0
[ 0.33676112  0.29537015] 0
[ 0.39302292  0.25254469] 0
[ 0.31215091  0.22118101] 0
[ 0.34959661  0.25414286] 0
[ 0.36217941  0.24095918] 0
[ 0.33281789  0.27012566] 0
[ 0.336051    0.22254184] 0
[ 0.32071034  0.20215856] 0
[ 0.37171027  0.20060617] 0
[ 0.33553642  0.21918959] 0
[ 0.35078887  0.22235484] 0
[ 0.35683439  0.23036355] 0
[ 0.32817486  0.28949283] 0
[ 0.38598983  0.28213793] 0
[ 0.34563662  0.24904316] 0
[ 0.32862725  0.27771   ] 0
[ 0.3844116   0.26675519] 0
[ 0.3951567   0.28095969] 0
[ 0.38839805  0.28767468] 0
[ 0.3691761   0.29914854] 0
[ 0.30518912  0.27649247] 0
[ 0.34215843  0.21490921] 0
[ 0.37033265  0.23730763] 0
[ 0.33570946  0.27609501] 0
[ 0.37458329  0.20360992] 0
[ 0.36016435  0.26870088] 0
[ 0.35672719  0.28760755] 0
[ 0.3113009   0.26277695] 0
[ 0.33029761  0.29063379] 0
[ 0.39831662  0.21543973] 0
[ 0.38170341  0.2594421 ] 0
[ 0.34913242  0.29028984] 0
[ 0.37428174  0.29485458] 0
[ 0.31959406  0.23981093] 0
[ 0.37544601  0.28965974] 0
[ 0.37651716  0.27610883] 0
[ 0.36618111  0.24056912] 0
[ 0.37410496  0.26637874] 0
[ 0.38156006  0.29268892] 0
[ 0.32065941  0.22964596] 0
[ 0.3212043   0.22353292] 0
[ 0.30493555  0.23598087] 0
[ 0.32274163  0.20263756] 0
[ 0.34751654  0.26838039] 0
[ 0.30369082  0.24142368] 0
[ 0.34229512  0.21320593] 0
[ 0.33300966  0.23772792] 0
[ 0.38512623  0.20097387] 0
[ 0.36063255  0.23574304] 0
[ 0.36069104  0.28701263] 0
[ 0.32251823  0.24176148] 0
[ 0.35520975  0.23156258] 0
[ 0.34868052  0.29194786] 0
[ 0.35929574  0.29949785] 0
[ 0.37983425  0.26626734] 0
[ 0.35045506  0.27277315] 0
[ 0.34963489  0.28480761] 0
[ 0.36856614  0.25737093] 0
[ 0.38153795  0.26878427] 0
[ 0.32117469  0.26194262] 0
[ 0.33759413  0.24552595] 0
[ 0.38797897  0.21801959] 0
[ 0.37046939  0.22661159] 0
[ 0.39394322  0.28352938] 0
[ 0.3228291   0.23373657] 0
[ 0.37641205  0.29442119] 0
[ 0.33947301  0.22921522] 0
[ 0.39001854  0.26913597] 0
[ 0.31370907  0.27322223] 0
[ 0.36448694  0.24764092] 0
[ 0.36844216  0.23970225] 0
[ 0.36776692  0.28650648] 0
[ 0.34451311  0.22773209] 0
[ 0.34224022  0.298344  ] 0
[ 0.31961388  0.23984637] 0
[ 0.31098951  0.25778511] 0
[ 0.33691172  0.23305955] 0
[ 0.32627399  0.25507457] 0
[ 0.35493938  0.24616833] 0
[ 0.35001022  0.25977112] 0
[ 0.38903718  0.201359  ] 0
[ 0.34954996  0.21422078] 0
[ 0.34749429  0.22644782] 0
[ 0.35975779  0.24538175] 0
[ 0.31626256  0.23954532] 0
[ 0.37516717  0.22846138] 0
