[ 0.31592903  0.04512283] 0
[ 0.30646377  0.07797791] 0
[ 0.30729106  0.04981046] 0
[ 0.30127868  0.08758679] 0
[ 0.33929499  0.08975776] 0
[ 0.36015051  0.08787826] 0
[ 0.31246298  0.05226602] 0
[ 0.31887336  0.07486854] 0
[ 0.30441048  0.01166554] 0
[ 0.34463617  0.04595333] 0
[ 0.37020284  0.09878254] 0
[ 0.39274135  0.08496521] 0
[ 0.30790473  0.05750934] 0
[ 0.35173973  0.09733264] 0
[ 0.38488738  0.05758456] 0
[ 0.37438055  0.08492658] 0
[ 0.32613831  0.07695826] 0
[ 0.33344337  0.0844023 ] 0
[ 0.31611658  0.08744607] 0
[ 0.30410568  0.09529738] 0
[ 0.32116568  0.0663848 ] 0
[ 0.31469423  0.0902971 ] 0
[ 0.34420934  0.09224779] 0
[ 0.36885021  0.0008407 ] 0
[ 0.36133197  0.07151532] 0
[ 0.30592889  0.04825755] 0
[ 0.38266716  0.07898105] 0
[ 0.38051709  0.09569121] 0
[ 0.31210518  0.04068222] 0
[ 0.37905414  0.08745648] 0
[ 0.31246486  0.04393707] 0
[ 0.35985789  0.0833378 ] 0
[ 0.35417616  0.07310602] 0
[ 0.33839269  0.09591595] 0
[ 0.31308555  0.0996861 ] 0
[ 0.37319831  0.09124932] 0
[ 0.32183312  0.0555204 ] 0
[ 0.31364471  0.07147256] 0
[ 0.37211754  0.0830421 ] 0
[ 0.35656098  0.07457541] 0
[ 0.33985205  0.09877126] 0
[ 0.34323972  0.05307224] 0
