[ 0.85558784  0.82552467] 0
[ 0.87999795  0.86521919] 0
[ 0.83376598  0.82070563] 0
[ 0.83754361  0.8434453 ] 0
[ 0.84403534  0.85355989] 0
[ 0.82708524  0.84709396] 0
[ 0.87044484  0.85600736] 0
[ 0.8065451   0.82613658] 0
[ 0.82076387  0.84558041] 0
[ 0.85405263  0.83322224] 0
[ 0.83905427  0.81547634] 0
[ 0.83819411  0.85167392] 0
[ 0.85555113  0.87241036] 0
[ 0.88489292  0.87889187] 0
[ 0.80295981  0.8007675 ] 0
[ 0.86829684  0.88184615] 0
[ 0.84531997  0.84147632] 0
[ 0.83622233  0.85763224] 0
[ 0.87029002  0.86411658] 0
[ 0.83348775  0.85718773] 0
[ 0.86069775  0.85923038] 0
[ 0.82042919  0.83635142] 0
[ 0.81741753  0.82327824] 0
[ 0.84343723  0.84384212] 0
[ 0.85904763  0.86445576] 0
[ 0.84913978  0.84624626] 0
[ 0.88613053  0.87728826] 0
[ 0.82233767  0.80379927] 0
[ 0.8645026   0.86213215] 0
[ 0.89927575  0.8946296 ] 0
[ 0.86509754  0.87773572] 0
[ 0.89677544  0.84268758] 0
[ 0.85819922  0.84268753] 0
[ 0.84457077  0.85235699] 0
[ 0.84055059  0.84687772] 0
[ 0.8524506   0.83811241] 0
[ 0.80378761  0.82861328] 0
[ 0.80718976  0.8174674 ] 0
[ 0.85383748  0.85696597] 0
[ 0.89869596  0.87878082] 0
[ 0.83071196  0.8222616 ] 0
[ 0.89854989  0.87123971] 0
[ 0.86226354  0.86004946] 0
[ 0.89804746  0.87786406] 0
[ 0.823963    0.82168073] 0
[ 0.88751661  0.86488449] 0
[ 0.86928069  0.84988793] 0
[ 0.87623109  0.86229058] 0
[ 0.87324837  0.84540409] 0
[ 0.80943933  0.83919189] 0
[ 0.87467783  0.8541347 ] 0
[ 0.89258312  0.86407663] 0
[ 0.8979033   0.88036355] 0
[ 0.88044181  0.89480573] 0
[ 0.89996252  0.88331273] 0
[ 0.86425171  0.85917545] 0
[ 0.88335184  0.88744425] 0
[ 0.89271798  0.88798412] 0
[ 0.82823629  0.8500652 ] 0
[ 0.85216127  0.85308239] 0
[ 0.87794611  0.85124466] 0
[ 0.80894672  0.83272178] 0
[ 0.89122183  0.87181992] 0
[ 0.87027887  0.8666655 ] 0
[ 0.88547188  0.87230908] 0
[ 0.81862381  0.8051548 ] 0
[ 0.87224667  0.86736379] 0
[ 0.85153629  0.84723445] 0
[ 0.81216312  0.8208183 ] 0
[ 0.86118817  0.85796596] 0
[ 0.86717492  0.85803192] 0
[ 0.88368577  0.87256407] 0
[ 0.81137747  0.82564483] 0
[ 0.83511162  0.81700752] 0
[ 0.85180689  0.84638295] 0
[ 0.88651473  0.84982248] 0
[ 0.8699365   0.87725887] 0
[ 0.89995975  0.85843848] 0
[ 0.83260525  0.81280451] 0
[ 0.85948143  0.85655529] 0
[ 0.80521435  0.81729763] 0
[ 0.87617333  0.83124856] 0
[ 0.83929257  0.84236898] 0
[ 0.86192717  0.82108285] 0
[ 0.89665876  0.89169431] 0
[ 0.80499744  0.83982683] 0
[ 0.81232256  0.83115993] 0
[ 0.87106454  0.89053371] 0
[ 0.83340238  0.81774383] 0
[ 0.82961209  0.84068593] 0
[ 0.84306454  0.83504557] 0
[ 0.87088304  0.84705983] 0
[ 0.83435794  0.84479291] 0
[ 0.86808257  0.85708585] 0
[ 0.86484151  0.85626471] 0
[ 0.83659802  0.80719576] 0
[ 0.86114244  0.85146428] 0
[ 0.87367313  0.84390374] 0
[ 0.88093323  0.87324863] 0
[ 0.81621709  0.8254621 ] 0
[ 0.87715939  0.86264369] 0
[ 0.84226869  0.84205908] 0
[ 0.87134085  0.86456272] 0
[ 0.82080618  0.82758193] 0
[ 0.88721244  0.8374444 ] 0
[ 0.89144224  0.82896579] 0
[ 0.87252213  0.86204926] 0
[ 0.80692812  0.81901763] 0
[ 0.80573629  0.8118032 ] 0
[ 0.87072186  0.84587292] 0
[ 0.84974093  0.84823052] 0
[ 0.85400687  0.85200797] 0
[ 0.89212418  0.86553751] 0
[ 0.87252358  0.84735448] 0
[ 0.85617524  0.839383  ] 0
[ 0.8811672   0.87981638] 0
[ 0.87978448  0.88130799] 0
[ 0.86882015  0.87335415] 0
[ 0.84437074  0.86688992] 0
[ 0.82469498  0.84637068] 0
[ 0.82809565  0.81377356] 0
[ 0.86400862  0.87960977] 0
[ 0.84086536  0.83874121] 0
[ 0.86244714  0.85772078] 0
[ 0.84236764  0.86405339] 0
[ 0.82925459  0.80979875] 0
[ 0.8756602  0.8421949] 0
[ 0.84486577  0.84714816] 0
[ 0.89275772  0.87637169] 0
[ 0.85421803  0.84384982] 0
[ 0.8717656   0.84987577] 0
[ 0.82933588  0.81444169] 0
[ 0.81038034  0.8229414 ] 0
[ 0.85964665  0.86480305] 0
[ 0.82787192  0.84355975] 0
[ 0.85661104  0.89012655] 0
[ 0.88705002  0.875796  ] 0
[ 0.88213932  0.882965  ] 0
[ 0.81570379  0.84557028] 0
[ 0.85525639  0.83922796] 0
[ 0.84816415  0.84652283] 0
[ 0.85899675  0.84945036] 0
[ 0.82528171  0.84336551] 0
[ 0.80119208  0.8185741 ] 0
[ 0.87339659  0.87670916] 0
[ 0.8999      0.85258234] 0
[ 0.87362633  0.8599482 ] 0
[ 0.89028581  0.87823173] 0
[ 0.84583893  0.83957577] 0
[ 0.89156246  0.85698777] 0
[ 0.8263449   0.83846151] 0
[ 0.86105743  0.87627335] 0
[ 0.85996448  0.86111426] 0
[ 0.8075174   0.81806134] 0
[ 0.87949203  0.8723759 ] 0
[ 0.84598468  0.85525632] 0
[ 0.85668323  0.84014442] 0
[ 0.89639451  0.87655502] 0
[ 0.86756007  0.87134811] 0
[ 0.86720457  0.8653115 ] 0
[ 0.80891267  0.80313415] 0
[ 0.80815149  0.81690328] 0
[ 0.82560438  0.82679378] 0
[ 0.84620701  0.83927169] 0
[ 0.85027626  0.83853794] 0
[ 0.88140177  0.83944353] 0
[ 0.89042602  0.876462  ] 0
[ 0.83442539  0.84688374] 0
[ 0.83347277  0.8436723 ] 0
[ 0.84561818  0.87139813] 0
[ 0.82017511  0.8064948 ] 0
[ 0.80733742  0.81132218] 0
[ 0.86468081  0.84043692] 0
[ 0.83452756  0.87542584] 0
[ 0.84009259  0.82183224] 0
[ 0.84072843  0.84205591] 0
[ 0.80247643  0.8081147 ] 0
[ 0.83501096  0.84160376] 0
[ 0.87377765  0.88493341] 0
[ 0.83119302  0.84019365] 0
[ 0.80098603  0.82959839] 0
[ 0.8855585  0.8556489] 0
[ 0.82262134  0.84606803] 0
[ 0.8295616   0.84599324] 0
[ 0.82603263  0.81586756] 0
[ 0.81977227  0.81184676] 0
[ 0.82772248  0.81042905] 0
[ 0.86493344  0.8190712 ] 0
[ 0.87279272  0.89761587] 0
[ 0.85938248  0.84994824] 0
[ 0.86836188  0.88746973] 0
[ 0.81842806  0.81645306] 0
[ 0.82123549  0.81701355] 0
[ 0.87132676  0.8634508 ] 0
[ 0.81753301  0.84656381] 0
[ 0.88424429  0.879637  ] 0
[ 0.83537841  0.83891726] 0
[ 0.83908374  0.85254947] 0
[ 0.88388951  0.88022615] 0
[ 0.81657267  0.82778692] 0
[ 0.81686434  0.81032067] 0
[ 0.89836126  0.84541696] 0
[ 0.82174332  0.82244163] 0
[ 0.83534813  0.82563875] 0
[ 0.86507316  0.86317944] 0
[ 0.87331265  0.8551649 ] 0
[ 0.86180901  0.84435164] 0
[ 0.87761071  0.88861627] 0
[ 0.83311387  0.83180649] 0
[ 0.85905215  0.85330787] 0
[ 0.83476471  0.80539603] 0
[ 0.83667475  0.81638341] 0
[ 0.80740612  0.81475148] 0
[ 0.81885692  0.82924866] 0
[ 0.80947238  0.82175406] 0
[ 0.85610063  0.85076391] 0
[ 0.86045636  0.89197315] 0
[ 0.86316911  0.87127265] 0
[ 0.8241821   0.83514069] 0
[ 0.85023938  0.86291989] 0
[ 0.86941868  0.86717305] 0
[ 0.82131093  0.80752703] 0
[ 0.85242341  0.83604999] 0
[ 0.83201773  0.85032624] 0
[ 0.84428451  0.8446249 ] 0
[ 0.83599917  0.83490566] 0
[ 0.87908162  0.82134127] 0
[ 0.87913401  0.85724981] 0
[ 0.84669332  0.8577539 ] 0
[ 0.80457268  0.83101445] 0
[ 0.86506876  0.86835141] 0
[ 0.87992287  0.85735589] 0
[ 0.84037258  0.84914655] 0
[ 0.85207872  0.84749517] 0
[ 0.89713153  0.89762644] 0
[ 0.84912509  0.83852323] 0
[ 0.86879441  0.86488792] 0
[ 0.86823841  0.84178109] 0
[ 0.8201542  0.8068303] 0
[ 0.87179403  0.86678078] 0
[ 0.86694899  0.83821322] 0
[ 0.80411216  0.82191193] 0
[ 0.83786931  0.84579351] 0
[ 0.81045878  0.80879265] 0
[ 0.83681096  0.83291548] 0
[ 0.86421402  0.8081959 ] 0
[ 0.86328465  0.86676304] 0
[ 0.87256506  0.83164147] 0
[ 0.82089098  0.8034169 ] 0
[ 0.84808943  0.85699702] 0
[ 0.80109129  0.82053742] 0
[ 0.84810775  0.86536928] 0
[ 0.81631535  0.82652093] 0
[ 0.80962626  0.83820746] 0
[ 0.83969878  0.86348128] 0
[ 0.89239619  0.8478007 ] 0
[ 0.82996128  0.83320484] 0
[ 0.81546291  0.85380175] 0
[ 0.83883354  0.86519896] 0
[ 0.87492109  0.88272888] 0
[ 0.85433266  0.85234938] 0
[ 0.86023932  0.83612978] 0
[ 0.85403408  0.85054989] 0
[ 0.82899411  0.8224483 ] 0
[ 0.81295559  0.83974477] 0
[ 0.89159541  0.89936233] 0
[ 0.83284482  0.85038929] 0
[ 0.82002734  0.80257736] 0
[ 0.82084215  0.80199752] 0
[ 0.89738814  0.86320756] 0
[ 0.82548798  0.82722167] 0
[ 0.83505896  0.86844618] 0
[ 0.85181797  0.85538203] 0
[ 0.86084676  0.83238261] 0
[ 0.85322153  0.81291351] 0
[ 0.84306662  0.86968642] 0
[ 0.87759808  0.88814768] 0
[ 0.80232426  0.80081793] 0
[ 0.80933436  0.8330618 ] 0
[ 0.88988621  0.86320276] 0
[ 0.81157574  0.81323765] 0
