[ 0.74777966  0.39267265] 0
[ 0.75329345  0.37026184] 0
[ 0.7286373  0.379639 ] 0
[ 0.72244718  0.36903996] 0
[ 0.71835383  0.31518093] 0
[ 0.73803688  0.31215977] 0
[ 0.71999277  0.39058536] 0
[ 0.73083844  0.34790822] 0
[ 0.76823847  0.38726104] 0
[ 0.70707214  0.39612072] 0
[ 0.72126656  0.37736951] 0
[ 0.72609532  0.3819746 ] 0
[ 0.78888987  0.35869008] 0
[ 0.78329873  0.3295219 ] 0
[ 0.73438571  0.37704549] 0
[ 0.76155838  0.34044881] 0
[ 0.77859695  0.39487043] 0
[ 0.7239234   0.38269754] 0
[ 0.77559152  0.3489107 ] 0
[ 0.74181861  0.35283822] 0
[ 0.70132339  0.32366642] 0
[ 0.74792944  0.37191956] 0
[ 0.73637482  0.3835572 ] 0
[ 0.70212016  0.37608944] 0
[ 0.75719777  0.32462381] 0
[ 0.70069676  0.39937789] 0
[ 0.75895905  0.35558171] 0
[ 0.73606313  0.37137106] 0
[ 0.78450421  0.37124713] 0
[ 0.78203294  0.37344364] 0
[ 0.74774545  0.35256506] 0
[ 0.72500045  0.3729407 ] 0
[ 0.74577898  0.31867644] 0
[ 0.74576274  0.328997  ] 0
[ 0.70702468  0.37027672] 0
[ 0.77046623  0.30030807] 0
[ 0.71408284  0.30036234] 0
[ 0.73321767  0.39652808] 0
[ 0.73341708  0.35386873] 0
[ 0.72576989  0.36718187] 0
[ 0.71137479  0.34444683] 0
[ 0.70119301  0.39845272] 0
[ 0.79869167  0.38574767] 0
[ 0.70275815  0.32589198] 0
[ 0.78327704  0.39541222] 0
[ 0.70117638  0.35485356] 0
[ 0.7263191   0.37549976] 0
[ 0.7370948   0.38221024] 0
[ 0.75241282  0.39089194] 0
[ 0.73228972  0.33910844] 0
[ 0.77607886  0.37352502] 0
[ 0.71752058  0.33886864] 0
[ 0.74870477  0.39082926] 0
[ 0.74397072  0.37730093] 0
[ 0.70406627  0.3966795 ] 0
[ 0.79328259  0.39507953] 0
[ 0.79454961  0.34587408] 0
[ 0.76704041  0.38958237] 0
[ 0.75385105  0.39180098] 0
[ 0.78979074  0.3896858 ] 0
[ 0.75271344  0.38750938] 0
[ 0.75879426  0.39745986] 0
[ 0.7089286   0.37196744] 0
[ 0.75030572  0.32684031] 0
[ 0.702893    0.32714708] 0
[ 0.72607716  0.38192491] 0
[ 0.79939443  0.33690227] 0
[ 0.74885793  0.37501552] 0
[ 0.73639529  0.33494237] 0
[ 0.74821573  0.34749496] 0
[ 0.73183053  0.39058278] 0
[ 0.75167843  0.3661144 ] 0
[ 0.74815887  0.32815442] 0
[ 0.76449673  0.38801096] 0
[ 0.75814948  0.39660484] 0
[ 0.75376405  0.37915697] 0
[ 0.79295131  0.34591826] 0
[ 0.77204586  0.35731136] 0
[ 0.78003978  0.39331097] 0
[ 0.72154913  0.37336243] 0
[ 0.70405251  0.31382954] 0
[ 0.77734797  0.37871546] 0
[ 0.75455489  0.35555389] 0
[ 0.71318896  0.38880876] 0
[ 0.74169911  0.39297892] 0
[ 0.77821375  0.38587319] 0
[ 0.77117048  0.35756986] 0
[ 0.72900621  0.38695024] 0
[ 0.76579335  0.31839115] 0
[ 0.73237647  0.35370859] 0
[ 0.7248842   0.39971321] 0
[ 0.7938483   0.33932283] 0
[ 0.7260814   0.33384635] 0
[ 0.79468261  0.37133101] 0
[ 0.70051639  0.31743301] 0
[ 0.79444175  0.39253516] 0
[ 0.79752168  0.36460418] 0
[ 0.71466627  0.38499877] 0
[ 0.77924993  0.36743194] 0
[ 0.71068688  0.32100212] 0
[ 0.72279914  0.35029241] 0
[ 0.7146212   0.35419818] 0
[ 0.78403851  0.34581235] 0
[ 0.74368165  0.34249411] 0
[ 0.74252894  0.38545889] 0
[ 0.74759907  0.36722784] 0
[ 0.70006112  0.31135879] 0
[ 0.72916403  0.39225026] 0
[ 0.71983304  0.38386233] 0
[ 0.74160813  0.3261952 ] 0
[ 0.72950024  0.38489643] 0
[ 0.79087778  0.37333555] 0
[ 0.78714377  0.36113886] 0
[ 0.72530615  0.31617263] 0
[ 0.76852287  0.33287543] 0
[ 0.77671321  0.3523425 ] 0
[ 0.71933122  0.32270101] 0
[ 0.75613774  0.3377074 ] 0
[ 0.70104287  0.34549026] 0
[ 0.74003097  0.36497363] 0
[ 0.7658711   0.33893499] 0
[ 0.78233342  0.38046035] 0
[ 0.73545433  0.39172249] 0
[ 0.79718335  0.39284276] 0
[ 0.76080946  0.34145827] 0
[ 0.78069868  0.37790943] 0
[ 0.76877768  0.32446823] 0
[ 0.75247344  0.33535847] 0
[ 0.73926487  0.38115427] 0
[ 0.75439345  0.38616682] 0
[ 0.77219154  0.32570826] 0
[ 0.75359866  0.30452108] 0
[ 0.72759652  0.36737363] 0
[ 0.71416274  0.37070639] 0
[ 0.70988295  0.30111529] 0
[ 0.78484595  0.35169842] 0
[ 0.79909922  0.39370832] 0
[ 0.76166759  0.36919971] 0
[ 0.76289536  0.35788101] 0
[ 0.7515269   0.35780707] 0
[ 0.70950053  0.32774365] 0
[ 0.76093857  0.38003315] 0
[ 0.78141216  0.34366296] 0
[ 0.78082024  0.3369748 ] 0
[ 0.73460209  0.32742499] 0
[ 0.74573805  0.30759643] 0
[ 0.73659725  0.35571552] 0
[ 0.74300335  0.35934763] 0
[ 0.7142837   0.38698009] 0
[ 0.74678695  0.32655076] 0
[ 0.71932269  0.39971029] 0
[ 0.70644603  0.36350035] 0
[ 0.74365738  0.36397275] 0
[ 0.7467538   0.39291017] 0
[ 0.79975216  0.36658966] 0
[ 0.70025284  0.34029879] 0
[ 0.71566758  0.30073386] 0
[ 0.74386661  0.3084389 ] 0
[ 0.72581293  0.30224705] 0
[ 0.73932262  0.30066825] 0
[ 0.7281276   0.35572199] 0
[ 0.77704669  0.35148243] 0
[ 0.70281612  0.3472933 ] 0
[ 0.74710144  0.3814253 ] 0
[ 0.73493862  0.37824478] 0
[ 0.78182669  0.39328386] 0
[ 0.77902689  0.34829451] 0
[ 0.76162719  0.37990189] 0
[ 0.77105927  0.39705798] 0
[ 0.72400095  0.35694004] 0
[ 0.71912398  0.3357272 ] 0
[ 0.77259994  0.30310535] 0
[ 0.7545298   0.37377985] 0
[ 0.71584301  0.3230044 ] 0
[ 0.78755305  0.3983137 ] 0
[ 0.72177365  0.35276096] 0
[ 0.76337062  0.314042  ] 0
[ 0.72007334  0.38663763] 0
[ 0.73512799  0.36571555] 0
[ 0.73740957  0.33066326] 0
[ 0.73545677  0.35097666] 0
[ 0.72740011  0.37103105] 0
[ 0.76633955  0.32810494] 0
[ 0.74913073  0.36541881] 0
[ 0.75431161  0.35163729] 0
[ 0.73339685  0.35918312] 0
[ 0.70514515  0.3440668 ] 0
[ 0.76412625  0.3661515 ] 0
[ 0.71942555  0.37507112] 0
[ 0.78817545  0.38548892] 0
[ 0.72238981  0.36653734] 0
[ 0.7438948   0.36466141] 0
[ 0.71697444  0.3760143 ] 0
[ 0.72199082  0.36952091] 0
[ 0.74634183  0.39699475] 0
[ 0.73979442  0.35723727] 0
[ 0.74214222  0.33723569] 0
[ 0.73634809  0.33953319] 0
[ 0.72683181  0.34683658] 0
[ 0.71457863  0.38783202] 0
[ 0.72526687  0.34826116] 0
[ 0.70019046  0.32683662] 0
[ 0.72813906  0.32131873] 0
[ 0.71573088  0.39410332] 0
[ 0.70208517  0.39064724] 0
[ 0.70383539  0.34270338] 0
[ 0.76437555  0.32375422] 0
[ 0.74434778  0.39040715] 0
[ 0.78534206  0.36519881] 0
[ 0.70768384  0.36077117] 0
[ 0.74657967  0.3903482 ] 0
[ 0.74460054  0.36297632] 0
[ 0.76953065  0.39362718] 0
[ 0.79637447  0.33353449] 0
[ 0.73305968  0.38882942] 0
[ 0.73382765  0.39438923] 0
[ 0.74637672  0.36454942] 0
[ 0.7330958   0.37720783] 0
[ 0.72149621  0.31289417] 0
[ 0.73587832  0.35764262] 0
[ 0.71104034  0.31079728] 0
[ 0.76379378  0.31396019] 0
[ 0.74236553  0.36778949] 0
[ 0.75896329  0.34246086] 0
[ 0.71581762  0.36597582] 0
[ 0.7962831  0.3887422] 0
[ 0.70575638  0.35413217] 0
[ 0.73600742  0.38475348] 0
[ 0.7128093  0.3751741] 0
[ 0.72427143  0.39821269] 0
[ 0.73014033  0.3432751 ] 0
[ 0.7484259   0.37374826] 0
[ 0.73019792  0.38300732] 0
[ 0.71913901  0.31010095] 0
[ 0.74554254  0.36620659] 0
[ 0.75346034  0.35393073] 0
[ 0.7394231   0.39212521] 0
[ 0.76978629  0.33137601] 0
[ 0.77937966  0.38554521] 0
[ 0.71484697  0.37578017] 0
[ 0.78867332  0.37483316] 0
[ 0.74639791  0.34892346] 0
[ 0.71532686  0.371811  ] 0
[ 0.7977187   0.39996191] 0
[ 0.77077839  0.33417335] 0
[ 0.71840529  0.371001  ] 0
[ 0.74302752  0.37791205] 0
[ 0.7426439  0.365029 ] 0
[ 0.75267853  0.3362704 ] 0
[ 0.73275949  0.3526158 ] 0
[ 0.71542635  0.3596921 ] 0
[ 0.70490557  0.34044844] 0
[ 0.74092196  0.38048948] 0
[ 0.7032903   0.35813829] 0
[ 0.7763156   0.37090823] 0
[ 0.78233529  0.37643411] 0
[ 0.74850101  0.34534255] 0
[ 0.73290376  0.3802162 ] 0
[ 0.71153946  0.35551215] 0
[ 0.77525425  0.33459781] 0
[ 0.70842354  0.33079925] 0
[ 0.75612067  0.38618252] 0
[ 0.7233314   0.36257326] 0
[ 0.72387952  0.39657465] 0
[ 0.77248306  0.33763233] 0
[ 0.77011955  0.36091203] 0
[ 0.76284271  0.39845284] 0
[ 0.78267222  0.35941333] 0
[ 0.77691522  0.38834923] 0
[ 0.75033824  0.39729481] 0
[ 0.79057985  0.33291011] 0
[ 0.74817771  0.33885371] 0
[ 0.76442352  0.32325483] 0
[ 0.74360683  0.34563443] 0
[ 0.72365299  0.33976976] 0
[ 0.76094661  0.33203891] 0
[ 0.70223567  0.38217453] 0
[ 0.70202762  0.34898162] 0
[ 0.78071877  0.3768453 ] 0
[ 0.75750704  0.39383882] 0
[ 0.75838956  0.37099946] 0
[ 0.76448944  0.34320472] 0
[ 0.76622541  0.35298864] 0
[ 0.74063227  0.3868147 ] 0
[ 0.70427818  0.3404901 ] 0
[ 0.74302987  0.36100406] 0
[ 0.70091183  0.31579805] 0
[ 0.74527994  0.31559032] 0
[ 0.7683342   0.34207355] 0
[ 0.79201927  0.37707103] 0
[ 0.72798345  0.36756489] 0
[ 0.74366793  0.32707233] 0
[ 0.7331547   0.32865309] 0
[ 0.76331747  0.33374704] 0
[ 0.7653796   0.32747396] 0
[ 0.72876991  0.3127486 ] 0
[ 0.7640934   0.30159845] 0
[ 0.77132823  0.39920542] 0
[ 0.76082051  0.34353193] 0
[ 0.70609297  0.36991522] 0
[ 0.72338851  0.36723145] 0
[ 0.7933635   0.39871159] 0
[ 0.70448643  0.31662935] 0
[ 0.7189708   0.35679546] 0
[ 0.77327618  0.33828552] 0
[ 0.72053357  0.39181993] 0
[ 0.71128606  0.37580729] 0
[ 0.76669526  0.30314047] 0
[ 0.79915705  0.34190268] 0
[ 0.79182933  0.30379104] 0
[ 0.70309017  0.38703263] 0
[ 0.73735689  0.33758914] 0
[ 0.77507358  0.39998758] 0
[ 0.71051316  0.3852171 ] 0
[ 0.7331932   0.39805009] 0
[ 0.73194767  0.39580886] 0
[ 0.72588703  0.3059659 ] 0
[ 0.74228108  0.38812364] 0
[ 0.70340517  0.3739622 ] 0
[ 0.71613633  0.39695963] 0
[ 0.72673726  0.30341263] 0
[ 0.74094208  0.37596158] 0
[ 0.71427622  0.38013697] 0
[ 0.70264392  0.35888391] 0
[ 0.79149471  0.36310678] 0
[ 0.74638957  0.3158456 ] 0
[ 0.71227855  0.39430104] 0
[ 0.73715004  0.37610672] 0
[ 0.7292892   0.36083361] 0
[ 0.7647449   0.34427176] 0
[ 0.74107439  0.34828027] 0
[ 0.72548977  0.38953577] 0
[ 0.77381622  0.37562737] 0
[ 0.79410974  0.37514554] 0
[ 0.70046678  0.37735619] 0
[ 0.70523062  0.34990057] 0
[ 0.71050849  0.3318607 ] 0
[ 0.7340898   0.38420059] 0
[ 0.70653944  0.38622416] 0
[ 0.75754331  0.38113756] 0
[ 0.79442483  0.35161163] 0
